fit_date,regime,hypothesis,weight
2023-02-01,bear,cme,0.835356456145274
2023-02-01,bear,crypto_derivatives,0.02988246471001733
2023-02-01,bear,classic_cycle,0.01968563719261368
2023-02-01,bear,etf_flows,0.0
2023-03-01,bull,macro_equities,0.2
2023-03-01,bull,cme,0.2
2023-03-01,bull,crypto_derivatives,0.2
2023-03-01,bull,classic_cycle,0.2
2023-03-01,bull,etf_flows,0.2
2023-03-01,neutral,macro_equities,0.2
2023-03-01,neutral,cme,0.2
2023-03-01,neutral,crypto_derivatives,0.2
2023-03-01,neutral,classic_cycle,0.2
2023-03-01,neutral,etf_flows,0.2
2023-03-01,bear,macro_equities,0.14634324165389442
2023-03-01,bear,cme,0.8120107302388658
2023-03-01,bear,crypto_derivatives,0.018894314693769614
2023-03-01,bear,classic_cycle,0.02275171341347011
2023-03-01,bear,etf_flows,0.0
2023-04-01,bull,macro_equities,0.2
2023-04-01,bull,cme,0.2
2023-04-01,bull,crypto_derivatives,0.2
2023-04-01,bull,classic_cycle,0.2
2023-04-01,bull,etf_flows,0.2
2023-04-01,neutral,macro_equities,0.2
2023-04-01,neutral,cme,0.2
2023-04-01,neutral,crypto_derivatives,0.2
2023-04-01,neutral,classic_cycle,0.2
2023-04-01,neutral,etf_flows,0.2
2023-04-01,bear,macro_equities,0.17267157823717091
2023-04-01,bear,cme,0.7298150293215393
2023-04-01,bear,crypto_derivatives,0.01686139803456484
2023-04-01,bear,classic_cycle,0.08065199440672496
2023-04-01,bear,etf_flows,0.0
2023-05-01,bull,macro_equities,0.2
2023-05-01,bull,cme,0.2
2023-05-01,bull,crypto_derivatives,0.2
2023-05-01,bull,classic_cycle,0.2
2023-05-01,bull,etf_flows,0.2
2023-05-01,neutral,macro_equities,0.2
2023-05-01,neutral,cme,0.2
2023-05-01,neutral,crypto_derivatives,0.2
2023-05-01,neutral,classic_cycle,0.2
2023-05-01,neutral,etf_flows,0.2
2023-05-01,bear,macro_equities,0.19371983899303932
2023-05-01,bear,cme,0.6678230702515179
2023-05-01,bear,crypto_derivatives,0.016589943736517877
2023-05-01,bear,classic_cycle,0.12186714701892495
2023-05-01,bear,etf_flows,0.0
2023-06-01,bull,macro_equities,0.2
2023-06-01,bull,cme,0.2
2023-06-01,bull,crypto_derivatives,0.2
2023-06-01,bull,classic_cycle,0.2
2023-06-01,bull,etf_flows,0.2
2023-06-01,neutral,macro_equities,0.27637231503579957
2023-06-01,neutral,cme,0.25107398568019096
2023-06-01,neutral,crypto_derivatives,0.2725536992840095
2023-06-01,neutral,classic_cycle,0.19999999999999998
2023-06-01,neutral,etf_flows,0.0
2023-06-01,bear,macro_equities,0.19563991323210403
2023-06-01,bear,cme,0.6563123644251627
2023-06-01,bear,crypto_derivatives,0.022190889370932866
2023-06-01,bear,classic_cycle,0.12585683297180042
2023-06-01,bear,etf_flows,0.0
2023-07-01,bull,macro_equities,0.2
2023-07-01,bull,cme,0.2
2023-07-01,bull,crypto_derivatives,0.2
2023-07-01,bull,classic_cycle,0.2
2023-07-01,bull,etf_flows,0.2
2023-07-01,neutral,macro_equities,0.2804794520547945
2023-07-01,neutral,cme,0.24863013698630138
2023-07-01,neutral,crypto_derivatives,0.27773972602739727
2023-07-01,neutral,classic_cycle,0.19315068493150686
2023-07-01,neutral,etf_flows,0.0
2023-07-01,bear,macro_equities,0.19563991323210403
2023-07-01,bear,cme,0.6563123644251627
2023-07-01,bear,crypto_derivatives,0.022190889370932866
2023-07-01,bear,classic_cycle,0.12585683297180042
2023-07-01,bear,etf_flows,0.0
2023-08-01,bull,macro_equities,0.37130094919039647
2023-08-01,bull,cme,0.2646566164154104
2023-08-01,bull,crypto_derivatives,0.3562255723059743
2023-08-01,bull,classic_cycle,0.007816862088218874
2023-08-01,bull,etf_flows,0.0
2023-08-01,neutral,macro_equities,0.2804794520547945
2023-08-01,neutral,cme,0.24863013698630138
2023-08-01,neutral,crypto_derivatives,0.27773972602739727
2023-08-01,neutral,classic_cycle,0.19315068493150686
2023-08-01,neutral,etf_flows,0.0
2023-08-01,bear,macro_equities,0.19563991323210403
2023-08-01,bear,cme,0.6563123644251627
2023-08-01,bear,crypto_derivatives,0.022190889370932866
2023-08-01,bear,classic_cycle,0.12585683297180042
2023-08-01,bear,etf_flows,0.0
2023-09-01,bull,macro_equities,0.3890680559001075
2023-09-01,bull,cme,0.23236583147275283
2023-09-01,bull,crypto_derivatives,0.3704622508889441
2023-09-01,bull,classic_cycle,0.00810386173819565
2023-09-01,bull,etf_flows,0.0
2023-09-01,neutral,macro_equities,0.2868217054263566
2023-09-01,neutral,cme,0.2414585127763422
2023-09-01,neutral,crypto_derivatives,0.2839506172839506
2023-09-01,neutral,classic_cycle,0.18776916451335052
2023-09-01,neutral,etf_flows,0.0
2023-09-01,bear,macro_equities,0.19563991323210403
2023-09-01,bear,cme,0.6563123644251627
2023-09-01,bear,crypto_derivatives,0.022190889370932866
2023-09-01,bear,classic_cycle,0.12585683297180042
2023-09-01,bear,etf_flows,0.0
2023-10-01,bull,macro_equities,0.3890680559001075
2023-10-01,bull,cme,0.23236583147275283
2023-10-01,bull,crypto_derivatives,0.3704622508889441
2023-10-01,bull,classic_cycle,0.00810386173819565
2023-10-01,bull,etf_flows,0.0
2023-10-01,neutral,macro_equities,0.29698426573426573
2023-10-01,neutral,cme,0.2493444055944056
2023-10-01,neutral,crypto_derivatives,0.28846153846153844
2023-10-01,neutral,classic_cycle,0.16520979020979024
2023-10-01,neutral,etf_flows,0.0
2023-10-01,bear,macro_equities,0.19563991323210403
2023-10-01,bear,cme,0.6563123644251627
2023-10-01,bear,crypto_derivatives,0.022190889370932866
2023-10-01,bear,classic_cycle,0.12585683297180042
2023-10-01,bear,etf_flows,0.0
2023-11-01,bull,macro_equities,0.3825579236909162
2023-11-01,bull,cme,0.2505948463524528
2023-11-01,bull,crypto_derivatives,0.358932820331089
2023-11-01,bull,classic_cycle,0.007914409625542112
2023-11-01,bull,etf_flows,0.0
2023-11-01,neutral,macro_equities,0.29832089552238805
2023-11-01,neutral,cme,0.25018656716417914
2023-11-01,neutral,crypto_derivatives,0.2886194029850747
2023-11-01,neutral,classic_cycle,0.16287313432835818
2023-11-01,neutral,etf_flows,0.0
2023-11-01,bear,macro_equities,0.19563991323210403
2023-11-01,bear,cme,0.6563123644251627
2023-11-01,bear,crypto_derivatives,0.022190889370932866
2023-11-01,bear,classic_cycle,0.12585683297180042
2023-11-01,bear,etf_flows,0.0
2023-12-01,bull,macro_equities,0.36445886916604603
2023-12-01,bull,cme,0.2790961331125165
2023-12-01,bull,crypto_derivatives,0.34889795373962146
2023-12-01,bull,classic_cycle,0.007547043981815959
2023-12-01,bull,etf_flows,0.0
2023-12-01,neutral,macro_equities,0.29832089552238805
2023-12-01,neutral,cme,0.25018656716417914
2023-12-01,neutral,crypto_derivatives,0.2886194029850747
2023-12-01,neutral,classic_cycle,0.16287313432835818
2023-12-01,neutral,etf_flows,0.0
2023-12-01,bear,macro_equities,0.19563991323210403
2023-12-01,bear,cme,0.6563123644251627
2023-12-01,bear,crypto_derivatives,0.022190889370932866
2023-12-01,bear,classic_cycle,0.12585683297180042
2023-12-01,bear,etf_flows,0.0
2024-01-01,bull,macro_equities,0.3598516489024024
2024-01-01,bull,cme,0.28149954893247353
2024-01-01,bull,crypto_derivatives,0.35116442246650403
2024-01-01,bull,classic_cycle,0.007484379698620068
2024-01-01,bull,etf_flows,0.0
2024-01-01,neutral,macro_equities,0.29832089552238805
2024-01-01,neutral,cme,0.25018656716417914
2024-01-01,neutral,crypto_derivatives,0.2886194029850747
2024-01-01,neutral,classic_cycle,0.16287313432835818
2024-01-01,neutral,etf_flows,0.0
2024-01-01,bear,macro_equities,0.19563991323210403
2024-01-01,bear,cme,0.6563123644251627
2024-01-01,bear,crypto_derivatives,0.022190889370932866
2024-01-01,bear,classic_cycle,0.12585683297180042
2024-01-01,bear,etf_flows,0.0
2024-02-01,bull,macro_equities,0.3700763672980383
2024-02-01,bull,cme,0.26497026893931047
2024-02-01,bull,crypto_derivatives,0.3572872336515917
2024-02-01,bull,classic_cycle,0.007666130111059662
2024-02-01,bull,etf_flows,0.0
2024-02-01,neutral,macro_equities,0.2971477960242005
2024-02-01,neutral,cme,0.24667242869490058
2024-02-01,neutral,crypto_derivatives,0.28815903197925674
2024-02-01,neutral,classic_cycle,0.16802074330164218
2024-02-01,neutral,etf_flows,0.0
2024-02-01,bear,macro_equities,0.19563991323210403
2024-02-01,bear,cme,0.6563123644251627
2024-02-01,bear,crypto_derivatives,0.022190889370932866
2024-02-01,bear,classic_cycle,0.12585683297180042
2024-02-01,bear,etf_flows,0.0
2024-03-01,bull,macro_equities,0.37131003773291826
2024-03-01,bull,cme,0.26244765609325144
2024-03-01,bull,crypto_derivatives,0.3584950843651097
2024-03-01,bull,classic_cycle,0.007747221808720641
2024-03-01,bull,etf_flows,0.0
2024-03-01,neutral,macro_equities,0.2977704376548307
2024-03-01,neutral,cme,0.2414533443435177
2024-03-01,neutral,crypto_derivatives,0.2886870355078448
2024-03-01,neutral,classic_cycle,0.17208918249380678
2024-03-01,neutral,etf_flows,0.0
2024-03-01,bear,macro_equities,0.19563991323210403
2024-03-01,bear,cme,0.6563123644251627
2024-03-01,bear,crypto_derivatives,0.022190889370932866
2024-03-01,bear,classic_cycle,0.12585683297180042
2024-03-01,bear,etf_flows,0.0
2024-04-01,bull,macro_equities,0.3797799299777202
2024-04-01,bull,cme,0.2556495248488156
2024-04-01,bull,crypto_derivatives,0.35659073341517755
2024-04-01,bull,classic_cycle,0.007979811758286728
2024-04-01,bull,etf_flows,0.0
2024-04-01,neutral,macro_equities,0.2961617438003475
2024-04-01,neutral,cme,0.24040435950086878
2024-04-01,neutral,crypto_derivatives,0.2874743326488706
2024-04-01,neutral,classic_cycle,0.17595956404991314
2024-04-01,neutral,etf_flows,0.0
2024-04-01,bear,macro_equities,0.19563991323210403
2024-04-01,bear,cme,0.6563123644251627
2024-04-01,bear,crypto_derivatives,0.022190889370932866
2024-04-01,bear,classic_cycle,0.12585683297180042
2024-04-01,bear,etf_flows,0.0
2024-05-01,bull,macro_equities,0.3855923159018144
2024-05-01,bull,cme,0.23713980789754535
2024-05-01,bull,crypto_derivatives,0.36328708644610463
2024-05-01,bull,classic_cycle,0.013980789754535717
2024-05-01,bull,etf_flows,0.0
2024-05-01,neutral,macro_equities,0.30123857269242116
2024-05-01,neutral,cme,0.2182247124741964
2024-05-01,neutral,crypto_derivatives,0.29268652314951343
2024-05-01,neutral,classic_cycle,0.18785019168386907
2024-05-01,neutral,etf_flows,0.0
2024-05-01,bear,macro_equities,0.19563991323210403
2024-05-01,bear,cme,0.6563123644251627
2024-05-01,bear,crypto_derivatives,0.022190889370932866
2024-05-01,bear,classic_cycle,0.12585683297180042
2024-05-01,bear,etf_flows,0.0
2024-06-01,bull,macro_equities,0.37003088572282555
2024-06-01,bull,cme,0.23831822257646715
2024-06-01,bull,crypto_derivatives,0.3744146657367739
2024-06-01,bull,classic_cycle,0.01723622596393341
2024-06-01,bull,etf_flows,0.0
2024-06-01,neutral,macro_equities,0.3060234469748012
2024-06-01,neutral,cme,0.20037730764047967
2024-06-01,neutral,crypto_derivatives,0.2944347123029241
2024-06-01,neutral,classic_cycle,0.19916453308179496
2024-06-01,neutral,etf_flows,0.0
2024-06-01,bear,macro_equities,0.19563991323210403
2024-06-01,bear,cme,0.6563123644251627
2024-06-01,bear,crypto_derivatives,0.022190889370932866
2024-06-01,bear,classic_cycle,0.12585683297180042
2024-06-01,bear,etf_flows,0.0
2024-07-01,bull,macro_equities,0.24546725000413247
2024-07-01,bull,cme,0.20111606018857095
2024-07-01,bull,crypto_derivatives,0.27826993056024024
2024-07-01,bull,classic_cycle,0.006668649814927083
2024-07-01,bull,etf_flows,0.26847810943212924
2024-07-01,neutral,macro_equities,0.307923640167364
2024-07-01,neutral,cme,0.19717573221757317
2024-07-01,neutral,crypto_derivatives,0.2962866108786611
2024-07-01,neutral,classic_cycle,0.19861401673640167
2024-07-01,neutral,etf_flows,0.0
2024-07-01,bear,macro_equities,0.19563991323210403
2024-07-01,bear,cme,0.6563123644251627
2024-07-01,bear,crypto_derivatives,0.022190889370932866
2024-07-01,bear,classic_cycle,0.12585683297180042
2024-07-01,bear,etf_flows,0.0
2024-08-01,bull,macro_equities,0.24546725000413247
2024-08-01,bull,cme,0.20111606018857095
2024-08-01,bull,crypto_derivatives,0.27826993056024024
2024-08-01,bull,classic_cycle,0.006668649814927083
2024-08-01,bull,etf_flows,0.26847810943212924
2024-08-01,neutral,macro_equities,0.29190621975938685
2024-08-01,neutral,cme,0.19200546465668936
2024-08-01,neutral,crypto_derivatives,0.28923328985697344
2024-08-01,neutral,classic_cycle,0.14044019195596588
2024-08-01,neutral,etf_flows,0.08641483377098437
2024-08-01,bear,macro_equities,0.19563991323210403
2024-08-01,bear,cme,0.6563123644251627
2024-08-01,bear,crypto_derivatives,0.022190889370932866
2024-08-01,bear,classic_cycle,0.12585683297180042
2024-08-01,bear,etf_flows,0.0
2024-09-01,bull,macro_equities,0.24546725000413247
2024-09-01,bull,cme,0.20111606018857095
2024-09-01,bull,crypto_derivatives,0.27826993056024024
2024-09-01,bull,classic_cycle,0.006668649814927083
2024-09-01,bull,etf_flows,0.26847810943212924
2024-09-01,neutral,macro_equities,0.306757849520879
2024-09-01,neutral,cme,0.1479151110098118
2024-09-01,neutral,crypto_derivatives,0.3036207315779348
2024-09-01,neutral,classic_cycle,0.12083132610239485
2024-09-01,neutral,etf_flows,0.12087498178897958
2024-09-01,bear,macro_equities,0.19563991323210403
2024-09-01,bear,cme,0.6563123644251627
2024-09-01,bear,crypto_derivatives,0.022190889370932866
2024-09-01,bear,classic_cycle,0.12585683297180042
2024-09-01,bear,etf_flows,0.0
2024-10-01,bull,macro_equities,0.24546725000413247
2024-10-01,bull,cme,0.20111606018857095
2024-10-01,bull,crypto_derivatives,0.27826993056024024
2024-10-01,bull,classic_cycle,0.006668649814927083
2024-10-01,bull,etf_flows,0.26847810943212924
2024-10-01,neutral,macro_equities,0.3289174084040571
2024-10-01,neutral,cme,0.14045068130393512
2024-10-01,neutral,crypto_derivatives,0.3213227788920691
2024-10-01,neutral,classic_cycle,0.11057180993440352
2024-10-01,neutral,etf_flows,0.09873732146553513
2024-10-01,bear,macro_equities,0.19563991323210403
2024-10-01,bear,cme,0.6563123644251627
2024-10-01,bear,crypto_derivatives,0.022190889370932866
2024-10-01,bear,classic_cycle,0.12585683297180042
2024-10-01,bear,etf_flows,0.0
2024-11-01,bull,macro_equities,0.2505462302522162
2024-11-01,bull,cme,0.2081803532532608
2024-11-01,bull,crypto_derivatives,0.2851192598031885
2024-11-01,bull,classic_cycle,0.006828018716327984
2024-11-01,bull,etf_flows,0.24932613797500666
2024-11-01,neutral,macro_equities,0.3293963677921502
2024-11-01,neutral,cme,0.1630392206559356
2024-11-01,neutral,crypto_derivatives,0.3284747215476284
2024-11-01,neutral,classic_cycle,0.11133486633825344
2024-11-01,neutral,etf_flows,0.06775482366603229
2024-11-01,bear,macro_equities,0.19563991323210403
2024-11-01,bear,cme,0.6563123644251627
2024-11-01,bear,crypto_derivatives,0.022190889370932866
2024-11-01,bear,classic_cycle,0.12585683297180042
2024-11-01,bear,etf_flows,0.0
2024-12-01,bull,macro_equities,0.2740973165465121
2024-12-01,bull,cme,0.24279072197262563
2024-12-01,bull,crypto_derivatives,0.30145317452025217
2024-12-01,bull,classic_cycle,0.00743456796572981
2024-12-01,bull,etf_flows,0.17422421899488036
2024-12-01,neutral,macro_equities,0.3293963677921502
2024-12-01,neutral,cme,0.1630392206559356
2024-12-01,neutral,crypto_derivatives,0.3284747215476284
2024-12-01,neutral,classic_cycle,0.11133486633825344
2024-12-01,neutral,etf_flows,0.06775482366603229
2024-12-01,bear,macro_equities,0.19563991323210403
2024-12-01,bear,cme,0.6563123644251627
2024-12-01,bear,crypto_derivatives,0.022190889370932866
2024-12-01,bear,classic_cycle,0.12585683297180042
2024-12-01,bear,etf_flows,0.0
2025-01-01,bull,macro_equities,0.2771779955436693
2025-01-01,bull,cme,0.2524564287142397
2025-01-01,bull,crypto_derivatives,0.2945413229956027
2025-01-01,bull,classic_cycle,0.015298785468319432
2025-01-01,bull,etf_flows,0.16052546727816897
2025-01-01,neutral,macro_equities,0.3293963677921502
2025-01-01,neutral,cme,0.1630392206559356
2025-01-01,neutral,crypto_derivatives,0.3284747215476284
2025-01-01,neutral,classic_cycle,0.11133486633825344
2025-01-01,neutral,etf_flows,0.06775482366603229
2025-01-01,bear,macro_equities,0.19563991323210403
2025-01-01,bear,cme,0.6563123644251627
2025-01-01,bear,crypto_derivatives,0.022190889370932866
2025-01-01,bear,classic_cycle,0.12585683297180042
2025-01-01,bear,etf_flows,0.0
2025-02-01,bull,macro_equities,0.1967139343039674
2025-02-01,bull,cme,0.16384822108006838
2025-02-01,bull,crypto_derivatives,0.4016442969139095
2025-02-01,bull,classic_cycle,0.01003415506043499
2025-02-01,bull,etf_flows,0.2277593926416197
2025-02-01,neutral,macro_equities,0.3293963677921502
2025-02-01,neutral,cme,0.1630392206559356
2025-02-01,neutral,crypto_derivatives,0.3284747215476284
2025-02-01,neutral,classic_cycle,0.11133486633825344
2025-02-01,neutral,etf_flows,0.06775482366603229
2025-02-01,bear,macro_equities,0.19563991323210403
2025-02-01,bear,cme,0.6563123644251627
2025-02-01,bear,crypto_derivatives,0.022190889370932866
2025-02-01,bear,classic_cycle,0.12585683297180042
2025-02-01,bear,etf_flows,0.0
2025-03-01,bull,macro_equities,0.26211815744027633
2025-03-01,bull,cme,0.05851062380305012
2025-03-01,bull,crypto_derivatives,0.4920082858019373
2025-03-01,bull,classic_cycle,0.12131517241745277
2025-03-01,bull,etf_flows,0.06604776053728349
2025-03-01,neutral,macro_equities,0.32840936609354915
2025-03-01,neutral,cme,0.1661140398263882
2025-03-01,neutral,crypto_derivatives,0.3277729138336779
2025-03-01,neutral,classic_cycle,0.10556015338721227
2025-03-01,neutral,etf_flows,0.07214352685917237
2025-03-01,bear,macro_equities,0.19563991323210403
2025-03-01,bear,cme,0.6563123644251627
2025-03-01,bear,crypto_derivatives,0.022190889370932866
2025-03-01,bear,classic_cycle,0.12585683297180042
2025-03-01,bear,etf_flows,0.0
2025-04-01,bull,macro_equities,0.26211815744027633
2025-04-01,bull,cme,0.05851062380305012
2025-04-01,bull,crypto_derivatives,0.4920082858019373
2025-04-01,bull,classic_cycle,0.12131517241745277
2025-04-01,bull,etf_flows,0.06604776053728349
2025-04-01,neutral,macro_equities,0.32485645363107546
2025-04-01,neutral,cme,0.1888738901011731
2025-04-01,neutral,crypto_derivatives,0.3256031547120816
2025-04-01,neutral,classic_cycle,0.08060223335527772
2025-04-01,neutral,etf_flows,0.08006426820039214
2025-04-01,bear,macro_equities,0.19563991323210403
2025-04-01,bear,cme,0.6563123644251627
2025-04-01,bear,crypto_derivatives,0.022190889370932866
2025-04-01,bear,classic_cycle,0.12585683297180042
2025-04-01,bear,etf_flows,0.0
2025-05-01,bull,macro_equities,0.26211815744027633
2025-05-01,bull,cme,0.05851062380305012
2025-05-01,bull,crypto_derivatives,0.4920082858019373
2025-05-01,bull,classic_cycle,0.12131517241745277
2025-05-01,bull,etf_flows,0.06604776053728349
2025-05-01,neutral,macro_equities,0.3287123952697756
2025-05-01,neutral,cme,0.20682298637289628
2025-05-01,neutral,crypto_derivatives,0.3242120979450473
2025-05-01,neutral,classic_cycle,0.06723749308047505
2025-05-01,neutral,etf_flows,0.0730150273318058
2025-05-01,bear,macro_equities,0.19563991323210403
2025-05-01,bear,cme,0.6563123644251627
2025-05-01,bear,crypto_derivatives,0.022190889370932866
2025-05-01,bear,classic_cycle,0.12585683297180042
2025-05-01,bear,etf_flows,0.0
2025-06-01,bull,macro_equities,0.2635695195978536
2025-06-01,bull,cme,0.09555778216822278
2025-06-01,bull,crypto_derivatives,0.49358980395554386
2025-06-01,bull,classic_cycle,0.09383163418093197
2025-06-01,bull,etf_flows,0.05345126009744779
2025-06-01,neutral,macro_equities,0.33266463543394975
2025-06-01,neutral,cme,0.21214817943226047
2025-06-01,neutral,crypto_derivatives,0.32655585387191166
2025-06-01,neutral,classic_cycle,0.06998702826631274
2025-06-01,neutral,etf_flows,0.05864430299556548
2025-06-01,bear,macro_equities,0.19563991323210403
2025-06-01,bear,cme,0.6563123644251627
2025-06-01,bear,crypto_derivatives,0.022190889370932866
2025-06-01,bear,classic_cycle,0.12585683297180042
2025-06-01,bear,etf_flows,0.0
2025-07-01,bull,macro_equities,0.26812188023566
2025-07-01,bull,cme,0.13782269863774496
2025-07-01,bull,crypto_derivatives,0.4902486373791723
2025-07-01,bull,classic_cycle,0.048272512033934234
2025-07-01,bull,etf_flows,0.05553427171348848
2025-07-01,neutral,macro_equities,0.33266463543394975
2025-07-01,neutral,cme,0.21214817943226047
2025-07-01,neutral,crypto_derivatives,0.32655585387191166
2025-07-01,neutral,classic_cycle,0.06998702826631274
2025-07-01,neutral,etf_flows,0.05864430299556548
2025-07-01,bear,macro_equities,0.19563991323210403
2025-07-01,bear,cme,0.6563123644251627
2025-07-01,bear,crypto_derivatives,0.022190889370932866
2025-07-01,bear,classic_cycle,0.12585683297180042
2025-07-01,bear,etf_flows,0.0
2025-08-01,bull,macro_equities,0.2760120377438421
2025-08-01,bull,cme,0.16804162853249044
2025-08-01,bull,crypto_derivatives,0.48673090526871093
2025-08-01,bull,classic_cycle,0.026447866417812042
2025-08-01,bull,etf_flows,0.04276756203714447
2025-08-01,neutral,macro_equities,0.33266463543394975
2025-08-01,neutral,cme,0.21214817943226047
2025-08-01,neutral,crypto_derivatives,0.32655585387191166
2025-08-01,neutral,classic_cycle,0.06998702826631274
2025-08-01,neutral,etf_flows,0.05864430299556548
2025-08-01,bear,macro_equities,0.19563991323210403
2025-08-01,bear,cme,0.6563123644251627
2025-08-01,bear,crypto_derivatives,0.022190889370932866
2025-08-01,bear,classic_cycle,0.12585683297180042
2025-08-01,bear,etf_flows,0.0
2025-09-01,bull,macro_equities,0.2678870485104995
2025-09-01,bull,cme,0.17820826747600668
2025-09-01,bull,crypto_derivatives,0.4710079664284288
2025-09-01,bull,classic_cycle,0.01208517067299353
2025-09-01,bull,etf_flows,0.07081154691207146
2025-09-01,neutral,macro_equities,0.33266463543394975
2025-09-01,neutral,cme,0.21214817943226047
2025-09-01,neutral,crypto_derivatives,0.32655585387191166
2025-09-01,neutral,classic_cycle,0.06998702826631274
2025-09-01,neutral,etf_flows,0.05864430299556548
2025-09-01,bear,macro_equities,0.19563991323210403
2025-09-01,bear,cme,0.6563123644251627
2025-09-01,bear,crypto_derivatives,0.022190889370932866
