k,full_sharpe_365,full_total,full_maxdd,hold_sharpe_365,hold_total,full_auc,hold_auc
0,1.179158699581699,5.079048801903369,-0.3814528248571736,1.0971248327666805,0.25771351702205747,0.742834568219748,0.8803127221037669
50,1.1736550941406516,5.021568519314302,-0.3843538995731316,1.1016463235153549,0.25903532190328904,0.7425947126974273,0.8802179578298981
100,1.1707189981360966,4.991590986545864,-0.38694931945012423,1.0992203497522703,0.2584236033255445,0.7424072625833448,0.8798862828713575
200,1.166136297036347,4.942465193479813,-0.38967391769043924,1.1057506687600973,0.2601501436672211,0.7420968613191651,0.8794124615020138
500,1.1575342711085577,4.848164468704714,-0.3918909772595174,1.1026772268335663,0.2589400960899928,0.7416272282376464,0.8788912579957356
1000,1.1640154046180562,4.898054519951547,-0.38756443324957823,1.0948040017853449,0.25654265724032554,0.7412966710472213,0.8787964937218669
2000,1.1634714275422706,4.880355720346947,-0.38822099596047455,1.0810317708123949,0.2523093171656219,0.7409903009682908,0.8785122009002606
5000,1.1702804288316306,4.926225341524682,-0.3835775819631153,1.0813248379541784,0.2523102383024398,0.7405891980360065,0.8782752902155888
